Participant,Trailer,Type,Onset,Offset,Duration,W_score,A_score,F_score,NAcc_onset,AIns_onset,MPFC_onset,NAcc_middle,AIns_middle,MPFC_middle,NAcc_offset,AIns_offset,MPFC_offset,Pos_arousal,Neg_arousal,Pos_arousal_scaled,Neg_arousal_scaled,W_score_scaled,NAcc_onset_z,AIns_onset_z,MPFC_onset_z,NAcc_middle_z,AIns_middle_z,MPFC_middle_z,NAcc_offset_z,AIns_offset_z,MPFC_offset_z,NAcc_whole,AIns_whole,MPFC_whole,NAcc_whole_z,AIns_whole_z,MPFC_whole_z,NAcc_ind_peaks_pos,AIns_ind_peaks_pos,MPFC_ind_peaks_pos,NAcc_ind_peaks_pos_id,AIns_ind_peaks_pos_id,MPFC_ind_peaks_pos_id,NAcc_ind_peaks_neg,AIns_ind_peaks_neg,MPFC_ind_peaks_neg,NAcc_ind_peaks_neg_id,AIns_ind_peaks_neg_id,MPFC_ind_peaks_neg_id,NAcc_pos_peak,AIns_pos_peak,MPFC_pos_peak,NAcc_neg_peak,AIns_neg_peak,MPFC_neg_peak,NAcc_slope_peak,AIns_slope_peak,MPFC_slope_peak,NAcc_slope_peak_avg,AIns_slope_peak_avg,MPFC_slope_peak_avg,NAcc_delta_peak,AIns_delta_peak,MPFC_delta_peak,NAcc_delta_peak_avg,AIns_delta_peak_avg,MPFC_delta_peak_avg,NAcc_TR1,NAcc_TR2,NAcc_TR3,NAcc_TR4,NAcc_TR5,NAcc_TR6,NAcc_TR7,NAcc_TR8,NAcc_TR9,NAcc_TR10,NAcc_TR11,NAcc_TR12,NAcc_TR13,NAcc_TR14,NAcc_TR15,AIns_TR1,AIns_TR2,AIns_TR3,AIns_TR4,AIns_TR5,AIns_TR6,AIns_TR7,AIns_TR8,AIns_TR9,AIns_TR10,AIns_TR11,AIns_TR12,AIns_TR13,AIns_TR14,AIns_TR15,MPFC_TR1,MPFC_TR2,MPFC_TR3,MPFC_TR4,MPFC_TR5,MPFC_TR6,MPFC_TR7,MPFC_TR8,MPFC_TR9,MPFC_TR10,MPFC_TR11,MPFC_TR12,MPFC_TR13,MPFC_TR14,MPFC_TR15,NAcc_w,AIns_w,MPFC_w,NAcc_f,AIns_f,MPFC_f,NAcc_a,AIns_a,MPFC_a
sub-01,rh6,Horror,12.0,42.0,30,3,3,2,0.028750946605251036,-0.022658113363983483,-0.01985151767429854,-0.11635112987767474,-0.15076886000520148,0.10218328476787089,-0.00114708855001166,0.04991922428021743,0.01158557565064725,1.443546716086679,0.39110871618112,0.0293331537135841,0.3911087161811199,0.6875,0.3090046335572903,0.024234238533482666,0.18820930907841163,-0.450273731742039,-0.493916871848458,0.5985540199150817,-0.18797807537407435,0.16587116447527586,-0.005699178467099819,-0.029582423940811783,-0.04116924969632251,0.031305780914739866,-0.10974905785294102,-0.10127048961323314,0.26035471684213113,0.3894759780529642,0.4888511728926411,0.3788764027945475,11.0,10.0,9.0,-0.5012315080699274,-0.2841570167899446,-0.386187137106253,4.0,7.0,11.0,0.3894759780529642,0.4888511728926411,0.3788764027945475,-0.5012315080699274,-0.2841570167899446,-0.386187137106253,0.10014248023058608,0.5483389292854153,0.09184982450388007,0.23180665550035726,0.5483389292854153,0.09184982450388007,0.0029532821102137862,0.011216888895668837,0.003150823022969795,0.01199613597365647,0.011216888895668837,0.003150823022969795,0.1565384586240442,0.2389462911544708,0.3390887713850569,-0.0895872800673893,-0.5012315080699274,-0.446488263686482,0.1527123277903934,-0.2483015189017068,-0.1196153082971015,0.0799371137065232,0.0128471543193745,0.3894759780529642,-0.3901089253447146,-0.1907102402739054,0.172760590496223,-0.0195351439465371,-0.1419973623095851,0.0527989458364786,-0.0383622691499508,0.033805262749677,-0.1786578018876224,-0.1440720699782546,-0.2841570167899446,-0.0874696549774116,-0.0594877563927742,0.4888511728926411,-0.0099334887675919,-0.2166327618136722,-0.0350367281816048,0.022347927271315,0.3130391242404757,-0.2697720811187453,-0.0337254404113654,-0.1513672791754802,0.0425680880936225,-0.1774827344150996,-0.036079449437682,0.269450135953457,0.0761520689441315,0.3788764027945475,0.2873588944132827,-0.386187137106253,0.1996607549043769,0.291510579408257,-0.3344152133664273,0.02586287930009072,0.35890184495840866,-0.5644099539145713,0.046586966724638884,0.07948784647510806,0.006266859735073668,-0.35159880143363353,0.08936297074075703,-0.34729431075260997
sub-01,uh1,Horror,60.0,90.0,30,1,3,3,0.25173005140421817,-0.12354799532792456,0.09042477252507482,-0.008519753395004326,-0.1916053476992729,0.02911587842990751,0.1799259889038547,0.05625925160306493,0.39244725504756356,1.706656216063069,0.1279992162047302,0.292442653689974,0.1279992162047301,-1.3125,0.3784379823268402,-0.6299583751429131,-0.2159465954062468,-0.2863306600682695,-0.6426283144714189,0.09853710314748516,0.2064509600590359,0.2674098482378717,0.5163251118290092,0.14104542897102285,-0.08629803047471087,0.17066263533418197,0.09951942743920217,-0.33505894712548673,0.13297187319008247,0.7234131461193729,0.4434456254220185,1.1931760243583391,2.0,13.0,12.0,-0.6209555701087222,-0.8172536602993687,-0.8132391689380765,10.0,8.0,8.0,0.7234131461193729,0.4434456254220185,1.1931760243583391,-0.6209555701087222,-0.8172536602993687,-0.8132391689380765,0.07955702193806943,-0.0873568445492181,0.4361014480388828,0.03315826934349529,-0.0873568445492181,0.6626227066567931,0.0029835104473987417,0.007947423193446877,0.004714558134754469,-0.00414300543707356,0.007947423193446877,0.008365663793796867,0.1870987292004375,0.2666557511385069,0.7234131461193729,0.1330934013916979,-0.0516107708289244,0.0695564619755804,0.0798692435945407,0.0403582322346023,0.1261872253223082,-0.3585699301020532,-0.6209555701087222,0.2411131768618463,0.4903031294971711,0.6393397704508192,0.1498294378181591,-0.2205103395286691,0.117075116159143,-0.0563565511184226,-0.0208673935186556,-0.4370808086330185,-0.0871211466211191,0.3821673833928014,-0.4132577086906531,-0.8172536602993687,-0.0225616062780249,-0.109918450827243,-0.1629532251107363,0.0091446098834773,0.4434456254220185,0.1015776986478081,0.7796005158132656,-0.1362848085437992,-0.3959341503310988,-0.1416211520754737,0.3463634577624802,0.4889087768304616,0.9250102248693444,-0.4496545212944383,-0.8132391689380765,-0.0054459193177537,-0.3585906475731574,0.6316937045666073,1.1931760243583391,0.7773126995983498,-0.281355505712321,-0.164293765798964,0.09303142430616691,0.2971498340275607,-0.051328120048316855,0.10686219308222028,-0.8948574157409721,-0.2864838445042358,-0.08877502732903748,-0.3530276988456822
sub-01,rc2,Comedy,108.0,138.0,30,1,1,3,-0.17219253420132374,-0.0881230000392927,0.025520593311199324,0.19819487655399118,0.043740847710596255,0.22535849046218165,0.23401053846374148,0.03152091863638684,0.09965609530360338,1.0951044053071357,-0.4835525945512027,-0.3191091570659592,-0.4835525945512028,-1.3125,-0.0906287501830878,-0.004044434922118212,0.36435411572043186,-0.0023395420552711154,-0.39247224031033007,0.10785687762799881,0.27297839199645785,-0.44017440733916696,-0.02617538665814543,0.08667096027213629,-0.004287077897436537,0.11684505969232811,0.06000336658603298,-0.2788970275238717,0.14867853556342844,0.5152088412372625,0.4976745665140025,0.5589876028027664,10.0,6.0,4.0,-0.4354805375260848,-0.2875338717828647,-0.5564115561371743,2.0,3.0,11.0,0.5152088412372625,0.4976745665140025,0.5589876028027664,-0.4354805375260848,-0.2875338717828647,-0.5564115561371743,0.22728449422522182,0.0,0.8130281190501669,0.07243604296063796,0.0,0.4343717840022501,0.005293066596417816,0.0,0.014544653852315154,0.0016842247761218786,0.0,0.008524235321637812,0.2104947895517632,0.0029622613915109,-0.4354805375260848,-0.331100613861679,-0.3078385705621291,-0.015338590282274,0.3257537564190154,0.0490429000806503,0.2021159111636712,0.429400405388893,0.5152088412372625,0.4776489206528952,0.5052324758939546,-0.115953891267145,-0.21208365419826,0.0520610001799979,0.0836866445097915,-0.0337364781441793,-0.2875338717828647,-0.2550922949592089,-0.1767773781672694,0.4976745665140025,0.1466374147415503,0.0043581125142932,-0.2531884770495953,-0.0726305455445517,0.2128959634699629,-0.0195415361693046,0.0867994054944167,-0.0499186940685891,0.1553972642028829,-0.2778639322773376,-0.0548774519249146,-0.2540405162474005,0.5589876028027664,0.0280003316215927,0.4628435501765247,0.0419237106649532,0.4575765342834864,0.1364483255643513,0.5541454318290671,-0.5564115561371743,-0.1907010725564716,0.3084066320222727,0.382841041360323,0.23010662419730377,-0.05896257591397625,0.6532028393933763,-0.33705643287509574,-0.14918304666751633,-1.1078172498144137,-0.14653179755700665,-0.11832099012555299,-0.2828934524840481
sub-01,rh2,Horror,152.0,182.0,30,3,2,2,-0.05691015010322333,-0.06424612415028111,0.013339144216262967,-0.1186930221386906,-0.05152181162133621,-0.22545191760465522,0.09904624886075471,0.024731484949309553,-0.014731791302632857,1.1377708107087126,0.0853328108031534,-0.2764427516643823,0.0853328108031534,0.6875,-0.2520923817913331,-0.2806348756166607,-0.03546081927618037,-0.006755032975985853,0.13101748876017144,-0.37140098865682913,0.534295270800199,-0.018794037812511943,0.06791839036760608,-0.025518974460386416,-0.030345483607435903,-0.07561485489700837,0.09181595201095998,-0.056137141556333724,-0.11298113918846786,0.3664393387436498,0.4149137400623729,0.4175894907920761,13.0,13.0,4.0,-0.3424108580098298,-0.5539595897729611,-0.4885394014835779,0.0,3.0,6.0,0.3664393387436498,0.4149137400623729,0.4175894907920761,-0.3424108580098298,-0.5539595897729611,-0.4885394014835779,0.5457034578763948,-0.17718930398827,0.8597102281789794,0.49319537603698016,-0.17718930398827,0.44045928003723644,0.024090525576550233,-0.007453558704963632,0.02058744884954592,0.020156171128828563,-0.007453558704963632,0.010813306222198392,-0.3424108580098298,-0.0839546631922987,0.1479892890053646,0.0552198286869068,-0.0613943470062596,-0.3191814352902278,0.2265220225861671,0.1266151721449565,-0.304058901241396,-0.3233619688929528,-0.1690239516381455,0.27166334255942,0.1237444051555421,0.3664393387436498,-0.0975918905166929,0.1965584177394754,-0.0680808201557275,0.2983053392705812,-0.5539595897729611,-0.1940539678327735,-0.5070030028373653,0.0018447300662425,0.2016664003211421,-0.1167016198518468,0.1625844341951464,-0.0779470483801499,-0.1777319687638746,-0.2733017342459035,0.4149137400623729,0.2377244360741029,0.1214378827152443,0.2217316884489175,-0.2519426034880198,-0.4421207373869033,0.4175894907920761,0.0793407348937127,-0.4885394014835779,-0.415593376142493,-0.4853496184152166,0.1828820731242986,0.2040904050197922,-0.14279063893783,-0.0415194827653157,0.3059421534254919,-0.3993813932553027,-0.2518900109992972,0.10111114324667854,0.18902988903566958,-0.2853250579474347,0.1283880186834676,0.058269922615005076,0.18394479681503,0.11085620122189152,-0.4113100401908244
sub-01,rh1,Horror,196.0,226.0,30,4,3,2,0.05585678480765124,0.3049272777937482,0.3106968444560086,0.011642156239511819,-0.022177355029544404,0.012265258959703582,-0.046677898612398364,-0.10574641135825476,0.3522431141716754,1.443546716086679,0.39110871618112,0.0293331537135841,0.3911087161811199,1.6875,-0.25693063477137246,0.04549031756820589,0.00222547738363299,0.2095076635902287,-0.16625105624078504,0.17308098697169458,-0.11648415466510378,-0.33957637467929563,1.0812966067879501,0.006940347478254897,0.059001170468649645,0.22506840586246252,-0.054635708615415814,-0.15344570445062491,0.4188676903810926,0.4720373229020889,0.708610123873756,1.0064667661326363,5.0,3.0,3.0,-0.3772944296549197,-0.3916051007725416,-0.4068963863854714,7.0,12.0,4.0,0.4720373229020889,0.708610123873756,1.0064667661326363,-0.3772944296549197,-0.3916051007725416,-0.4068963863854714,0.5453879411083584,0.0,1.0801044296337194,0.2848996487437289,0.0,0.2956380965190352,0.01755134158329241,0.0,0.010901683379864023,0.012825345320630422,0.0,0.002364471232453029,0.2182999940388122,-0.0397491617551967,0.0246438215397031,-0.2346493354467104,0.310738605661648,0.4720373229020889,0.0123680767822619,-0.3772944296549197,0.0145704552491718,-0.0634706440810438,0.0845416438013436,-0.0972069414527062,-0.2230352281635709,-0.0847373807127315,0.0870484134656732,-0.1623018285607786,0.2788457020224212,0.6137323301135054,0.708610123873756,0.0857500615198367,0.3139827165654624,-0.144448109007998,-0.0055799620116099,-0.24363485079245,-0.0312065699011265,-0.2609840882975167,-0.0657645700099207,-0.3916051007725416,-0.0554669816334427,0.2450886839221479,0.0524813076483863,-0.0893359473746139,0.9907684822591056,1.0064667661326363,-0.4068963863854714,0.0622727873101577,-0.1811176845778513,0.2082809356591952,-0.0197428756266939,-0.0083668679662898,-0.0777911741775678,0.4632947106710735,0.8858440216260649,0.2108360711923468,0.2790319415464599,0.0764314529098257,-0.02663977342982419,0.47607242720341275,0.005562731405996536,-0.18754374233030202,-0.0274406644173788,-0.1641197690761178,-0.16385242665976185,-0.7759716643630947
sub-01,rc9,Comedy,244.0,274.0,30,4,4,4,0.049708455112566746,0.2655312360114358,0.0009612280173008567,0.0207423679929011,-0.1282218180204855,-0.1997417666457186,-0.12352276883336699,0.07213097430989981,0.3382548405226388,2.275541621417425,0.1706656216063069,0.8613280590443302,0.1706656216063069,1.6875,-0.26050917311728655,0.6474872274150807,-0.026253044809880312,0.4078387263043668,0.009088442474284641,-0.3339162121685429,-0.49305474118032216,0.13661918023462882,0.6082079973641239,-0.017690648575966382,0.06981346410028338,0.04649143396474035,-0.11524172933108062,0.2643982833746647,0.08267958012856691,0.3269516816706957,0.6520930827576239,1.073184482778086,13.0,1.0,13.0,-0.4015427436820689,-0.3443929578161007,-0.9001598648510942,10.0,8.0,10.0,0.3269516816706957,0.6520930827576239,1.073184482778086,-0.4015427436820689,-0.3443929578161007,-0.9001598648510942,0.3217003103199766,0.5786169668109226,0.4070701239343891,0.19478743571647716,0.28555397445350406,0.5951036178908924,0.07020648784537463,0.008873226570108984,0.009768349366572034,0.03808814286766205,0.005030310378940471,0.009419071354256596,-0.0200785447357851,0.161947336714122,0.1760861104115525,0.0969477538029684,-0.1663603806300241,0.2642450699612892,-0.0441735413461117,-0.2758782901345343,0.0458220201854423,0.11369658129842,-0.4015427436820689,-0.1082418599434421,-0.1571610260841239,0.3269516816706957,-0.2776198961278959,0.0734761159467013,0.6520930827576239,0.2104486596816197,0.3987039621824493,-0.0070656405112152,-0.1930887007040514,0.0060113236992898,-0.0539083032500193,-0.3443929578161007,-0.0557304520315458,-0.0632394699354603,-0.3092664339769362,0.1524267549905955,0.5015047066379142,0.0792293138333859,0.6405284073646456,-0.5420034880111423,-0.4012266786644767,0.2978544719328851,0.0096534274645926,0.4167235513989817,-0.2295953553518939,-0.1570277671342029,-0.4671932442326019,-0.561616017908876,-0.9001598648510942,0.659879632293197,0.9118137053029174,1.073184482778086,-0.0534437529099121,0.13339943861004716,0.14085451496093349,0.0423543332704549,0.11561663913139135,0.10653928345109948,-0.23093506578634437,-0.28207065684455135,-0.015047503919255193,-0.3704463249301959
sub-01,uc4,Comedy,288.0,318.0,30,3,2,4,-0.012564262602574778,-0.08232950764241517,-0.039106223884158256,-0.27019660590972083,-0.2399804850666078,-0.36129795085956723,-0.1624051386482691,-0.10528938640166423,-0.18981628001964346,1.663989810661492,-0.440886189149626,0.2497762482883971,-0.4408861891496261,0.6875,0.20678468209507353,0.07201866888615505,0.21322311022781482,0.0034613014548274144,-0.13183839017767135,-0.21555158328342033,-0.20632683282225744,-0.16870483383008433,-0.37665517239167084,-0.14838866905352158,-0.14253312637022905,-0.19674015158778968,0.0013063835758811593,-0.07617485170720023,-0.1263278818157588,0.5108468394997536,0.5766188808149981,0.3062497371970308,0.0,14.0,11.0,-0.6155583718702724,-0.7211410159775213,-0.773920175851582,10.0,10.0,9.0,0.5108468394997536,0.5766188808149981,0.3062497371970308,-0.6155583718702724,-0.7211410159775213,-0.773920175851582,0.0,0.6062166754900529,0.0,0.0,0.6062166754900529,0.0,0.0,0.0105132990899157,0.0,0.0,0.0105132990899157,0.0,0.5108468394997536,-0.3851171433237726,-0.0018764664888277,-0.2586458114195096,0.0719712687194824,-0.1029335356630793,-0.2154906317033159,-0.3350924031505084,-0.3467401743141164,-0.3507262847175841,-0.6155583718702724,0.0080198329757079,0.0455026444494017,-0.066772767318035,-0.1832170314781477,0.1920053267569862,-0.4439827425955515,0.1510900727914169,0.0303723490597494,-0.3411325442246769,-0.6295884850215753,-0.3525040770500328,-0.2266176602663085,0.3389176721303599,-0.3301098751254823,-0.7211410159775213,-0.0865586802546322,-0.265768321916111,-0.0295977946750547,0.5766188808149981,0.2972861833420467,-0.3948856156294892,0.0447539673127989,0.1144506008516764,-0.2571362552978241,-0.131029406526145,-0.2178330995292817,-0.6571481249453204,-0.0265589474455071,-0.773920175851582,-0.1621318865649387,0.3062497371970308,-0.0418235110990678,-0.2893823230126109,-0.7619934166186306,-0.15606205202081425,0.3498766091795431,-0.2449259495501519,0.14543111185929092,0.30677457919107454,0.11260616514407468,0.2622271218022574,0.1085213734838267,0.27260310572176916
sub-01,rh9,Horror,332.0,362.0,30,2,2,2,0.18167744662875168,-0.04464019661427428,0.3704688557579009,0.37529804425429486,0.19337424827544805,0.1490003802685664,0.10844185726215734,0.18116972855973043,-0.010797641470413896,1.1377708107087126,0.0853328108031534,-0.2764427516643823,0.0853328108031534,-0.3125,-0.00954587002007612,-0.8879305304448462,0.7874494504447339,0.6664099334477445,0.16294380871056977,0.05437440161020746,0.38082746674889123,0.5728840700915635,0.013549733231528948,0.22180578271506793,0.1099679267403014,0.16955719818535112,0.34589717672551984,-0.05070088388090433,0.2851245284288234,0.6267908864844391,0.5073351222214098,0.8142937257996535,9.0,9.0,1.0,-0.20983309706839,-0.3338264532471662,-0.57325948703061,14.0,3.0,12.0,0.6267908864844391,0.5073351222214098,0.8142937257996535,-0.20983309706839,-0.3338264532471662,-0.57325948703061,0.1235746773673902,-0.09683145812876359,0.8362458590096459,0.22020164764800085,-0.09683145812876359,0.3810609858934274,0.0032198696587823024,-0.002832607013090019,0.010269584948458676,0.006451721185999472,-0.002832607013090019,0.00647568679722106,0.0139972618762292,0.3997604904535877,0.2602131478022906,0.3837878251696808,-0.1493714921580298,-0.1764261589278639,0.2505948796181393,0.5947248598000103,0.5808057542967493,0.6267908864844391,0.0651967219461615,0.1870188028603037,0.2874282287692116,0.2123986298034999,-0.20983309706839,-0.3013212257614984,0.300129273782619,0.011961236279798,-0.3338264532471662,0.0998561858748762,0.4022122231057478,-0.110836995259812,0.1624526292131053,0.0057082620967895,0.5073351222214098,0.1817721015708044,-0.0986328130789601,0.4386771772182345,0.3418457190894709,0.0421864579991025,-0.0219521332099923,0.8142937257996535,0.7140594029105669,-0.0100704240844266,0.3560137073737029,0.1470777334488415,-0.039488962274182,-0.305588008381349,0.3601873947531402,0.5828137437963813,0.2028842133564394,0.6250324893514603,-0.57325948703061,-0.2818641503589206,-0.0267812726704386,-0.28388222217553655,0.44889718884542157,0.27867073348004373,0.08558766554332953,0.1535623293607435,-0.061282245808330416,-0.37638987726435136,-0.03445397219330747,-0.9757145830063516
sub-01,uh2,Horror,376.0,406.0,30,4,3,1,-0.019207704003071573,-0.15398012120871424,0.31322373907148604,0.17465038357130055,0.06656238777271534,0.21206457264246287,-0.11504325033180365,-0.09115084659274872,0.37557660913778923,1.1804372161102892,0.6542182161575097,-0.2337763462628057,0.6542182161575096,1.6875,-0.25946051510511337,-0.7906522652513699,0.8413042682783191,0.2655989997660565,-0.07909150402136027,0.4059386571216095,-0.2917698592661887,-0.21290500442944293,1.1881539367316902,0.013466476412141774,-0.05952286000958254,0.3002883069505794,-0.09521045820174852,-0.3608829245673909,0.8117989540438729,0.4453045994536158,0.3549761627946406,0.8271519400544938,7.0,7.0,2.0,-0.4025790362075004,-0.4847877281628696,-0.4309194052574605,10.0,3.0,8.0,0.4453045994536158,0.3549761627946406,0.8271519400544938,-0.4025790362075004,-0.4847877281628696,-0.4309194052574605,-0.10510296844655548,0.0,0.2855298996683655,0.10703853190061549,0.0,0.10563164035927824,-0.0030894316448581123,0.0,0.003451964334987287,0.0036836584276438264,0.0,0.05306889434406328,-0.2183148333003257,-0.0832159903027538,0.2126537855553852,-0.1337499591056745,0.1265884771380109,0.0608147135443012,0.1940792680436528,0.4453045994536158,0.3402016310070603,-0.1671482941921274,-0.4025790362075004,-0.1539960522662683,-0.3099377666590492,-0.0139417143869934,0.3052383178607931,0.0456402659279193,-0.132710142254658,-0.087583555392388,-0.4847877281628696,-0.1104594461615749,-0.0619185076530006,0.2931573867733452,0.3549761627946406,-0.1240088643432337,-0.1293942387081748,-0.3216718076747945,-0.161173117559037,0.1144816284854899,-0.0132329803485058,-0.0741579558668963,-0.1177083696323717,0.5416220403861283,0.8271519400544938,-0.0163904056030047,0.3314434901521846,0.3466605145624767,0.7224505383311501,0.5348117048550467,-0.4309194052574605,-0.1126804892788987,-0.0144920227240283,0.5976184301002009,0.6686068792856505,0.6571757760095834,-0.0310260169824605,-0.11285043888893047,-0.6390221792105057,-0.5809285592376151,-0.12835222459697967,-0.26333902933777037,-0.1730448674419027,0.05073615232259282,0.0933122492708046,-0.21723257898398718
sub-01,rc6,Comedy,420.0,450.0,30,1,1,3,0.23198616265830702,0.04160182580446638,0.7850325770838309,-0.17042520783402595,-0.4530395322279526,-0.23033628610897933,0.12219325891684052,0.11153865023054736,-0.0683266383285259,1.0951044053071357,-0.4835525945512027,-0.3191091570659592,-0.4835525945512028,-1.3125,-0.1960747942056678,-0.7087797375088856,1.361490965196328,-0.02002040223363242,-0.649931051233403,0.20391237754362135,0.6136547275856726,-0.006342953763220982,-0.22815823649460426,0.06125140458037386,-0.09996635206431291,0.16212321754877526,0.13251984371545747,-0.4550179141685031,0.4457483687484485,0.6119073342327563,0.3751477193507928,0.960988474641277,2.0,1.0,1.0,-0.3486300255783278,-0.944583087369968,-1.5404312301366123,5.0,9.0,8.0,0.6119073342327563,0.3751477193507928,0.960988474641277,-0.3486300255783278,-0.944583087369968,-1.5404312301366123,-0.04501832039546,0.0,0.43126376541178857,-0.04156499574674935,0.0,0.12928083042668764,0.008081195870816755,0.0,0.004487710069288532,0.0007999759439367335,0.0,0.0042208615891367665,0.2003090358022274,0.3381292669689675,0.6119073342327563,0.3292386569035499,-0.3196534806159659,-0.3486300255783278,-0.2140992714833093,-0.223000066220958,-0.0106891777460373,-0.0557074981414973,0.0969146897752206,0.0588030186771819,0.1879565753166751,0.2853195565478259,-0.0180275457327009,0.3352958467185763,0.3751477193507928,0.1383087824922065,-0.3706180954256354,-0.2701251241136083,-0.3535964807084395,-0.3829310458605245,-0.1693632364827272,-0.4147238107181038,-0.944583087369968,-0.0630173775430147,-0.0974311182668597,0.2004335209303675,0.1743601895644025,0.3433480364678413,0.5297247092294884,0.960988474641277,0.8326389078161762,0.6868494316800142,0.914961362052199,0.5070250540026131,0.6115167485505919,-0.1593875578857874,-1.5404312301366123,-0.5704044450757018,0.2527693285900083,-0.0657825303816461,0.0358956862608882,0.0590313003363255,-0.6235469764482053,-0.007878304849524675,0.5707799611361011,-0.22720611058459478,0.030532003963918197,0.31954314272039286,-0.1825891504612593,-0.012052026734102605,-0.024503505193572306,-0.38707978457744385
