Participant,rh6_bNAcc,rh6_bAIns,rh6_bMPFC,uh1_bNAcc,uh1_bAIns,uh1_bMPFC,rc2_bNAcc,rc2_bAIns,rc2_bMPFC,rh2_bNAcc,rh2_bAIns,rh2_bMPFC,rh1_bNAcc,rh1_bAIns,rh1_bMPFC,rc9_bNAcc,rc9_bAIns,rc9_bMPFC,uc4_bNAcc,uc4_bAIns,uc4_bMPFC,rh9_bNAcc,rh9_bAIns,rh9_bMPFC,uh2_bNAcc,uh2_bAIns,uh2_bMPFC,rc6_bNAcc,rc6_bAIns,rc6_bMPFC,rh3_bNAcc,rh3_bAIns,rh3_bMPFC,rc11_bNAcc,rc11_bAIns,rc11_bMPFC,uc1_bNAcc,uc1_bAIns,uc1_bMPFC,rh11_bNAcc,rh11_bAIns,rh11_bMPFC,rc12_bNAcc,rc12_bAIns,rc12_bMPFC,rc5_bNAcc,rc5_bAIns,rc5_bMPFC,rc3_bNAcc,rc3_bAIns,rc3_bMPFC,rh12_bNAcc,rh12_bAIns,rh12_bMPFC,rc1_bNAcc,rc1_bAIns,rc1_bMPFC,rh7_bNAcc,rh7_bAIns,rh7_bMPFC,rc8_bNAcc,rc8_bAIns,rc8_bMPFC,uc3_bNAcc,uc3_bAIns,uc3_bMPFC,rh10_bNAcc,rh10_bAIns,rh10_bMPFC,rc4_bNAcc,rc4_bAIns,rc4_bMPFC,rh4_bNAcc,rh4_bAIns,rh4_bMPFC,uc2_bNAcc,uc2_bAIns,uc2_bMPFC,rh5_bNAcc,rh5_bAIns,rh5_bMPFC,rh8_bNAcc,rh8_bAIns,rh8_bMPFC,rc10_bNAcc,rc10_bAIns,rc10_bMPFC,uh3_bNAcc,uh3_bAIns,uh3_bMPFC,rc7_bNAcc,rc7_bAIns,rc7_bMPFC,uh4_bNAcc,uh4_bAIns,uh4_bMPFC
sub-27,0.10687884641069428,-0.06705177563528958,-0.1763664421083374,-0.1103459968879974,-0.2475948935961647,0.17010912422121083,-0.08166565829679695,-0.07769694976761073,-0.17747256996267616,-0.1292518591429358,0.0254213004397853,0.11554106439914653,-0.054357553524189306,0.11211443553272138,0.009735663689680762,-0.03453734583519355,0.06154475891707129,0.07142214867361074,-0.20755354254174507,-0.21414521525175664,-0.540522226456164,-0.19121941327299935,0.12594235403106668,-0.46450771913244915,0.2839668213716423,0.2604490381244216,0.6074939342992054,-0.012467650451961354,0.14296128916996853,0.011786711253108359,0.11286210342667452,0.10545129493004043,0.11097384962840967,-0.1716359852208731,-0.11150015097433928,0.044315493785469326,-0.17599763132402876,-0.06227943274782402,-0.18191487216227903,0.015059099459142286,0.1056878040515855,0.6765070908226318,0.11322269345470139,0.232662835745092,0.16649503462414558,0.14244011623841707,-0.2274337344567408,0.3183377548823507,0.06296076970501044,0.041160003748686065,-0.30799825279776577,-0.006516300109219723,-0.07440360674829469,-0.07862646092408322,0.23781715531525277,0.15734584585497807,0.1439735122833249,0.15967521944638652,0.06483518917465184,0.561056234831664,0.22162574560767445,-0.05338019535657759,-0.009373148146575562,0.18887353737671705,0.04165952550355842,0.34440894970603053,0.06318471114625113,-0.0027912832898378676,0.3826674699237967,0.1859489223710212,0.09806767987555404,0.10465989892963036,-0.011863092623768489,0.15696317961015696,-0.449305294981297,0.12554270877008739,0.23035928560853514,0.03214386958410766,0.27323574962227803,-0.05223091611469671,0.5827004246536787,0.16029366375396728,-0.07299666752265434,0.33611541999057065,0.041411493769663105,0.18955100604393552,0.39098457794822705,-0.10628354225519213,-0.36665770945233234,-0.4852226986057644,-0.4323404979838314,-0.018874916595467105,-0.5088522898361569,0.6268487083876066,0.4072481366893127,-0.05690932862123188
sub-27,0.05513116082699541,0.17252913869359904,0.3206060047781254,-0.21787490570790274,-0.16783136373937335,-0.2561992461852581,-0.049197699188961386,0.040001551921956605,-0.0920391540879255,-0.15560463095446472,-0.08641686668241157,0.15858208076911456,0.007584548385422411,0.08915474820316717,-0.00029451705377966236,0.18586163946709028,0.3071484942243049,0.6297501205498356,-0.0988488838945473,-0.08253302052306652,-0.9881478011519707,-0.2165478441596119,-0.09121981643865723,-0.40406779984046015,-0.10125325034835853,-0.2626770707653938,-0.022720237500831866,0.22715377737076733,-0.05179582504924317,0.2955849505543937,-0.10814877098238118,-0.08611084785764841,0.03981103331008836,-0.0816584123687561,-0.08339610349582367,0.6016956151492141,-0.21797195971468952,0.1107102481618818,-0.5851216845936595,0.2703373935036672,0.009389768324504853,0.3340282047576646,-0.038158697233905484,-0.06772832539185786,0.1597013794612341,0.19056629534990338,-0.08958740459997169,0.3312222069355704,0.17455848400776225,0.15346462902310892,0.11686624412005202,0.06048337363732009,0.005513587279690646,0.21882895001819797,0.3032671454629924,0.03396908204282384,0.4485565253491376,0.08358851363287154,-0.11855402489760035,0.3528377487080643,-0.38788257917187824,0.07179330446964932,-0.11045515693725388,0.20719527133118626,-0.1931237074953802,0.846792849245231,-0.07748574129466124,-0.07642456623546293,0.038819779410192726,-0.03179376062307724,-0.4154730957271707,0.11075009315259575,0.0020657070222999396,0.04604393394826776,-0.9531517213918997,0.29575604456996674,0.37683688614179356,0.04009877606520472,0.19402604713334531,-0.17395167625850105,0.12279880835424685,-0.18996046680227358,0.026697517112162856,0.15198830265769245,0.0691412836966549,0.08437091888837585,0.36506143447808254,-0.2157449319289197,-0.2503494697725242,-0.1731614951997216,-0.05071598492178722,0.1337187562714453,0.460544238860521,-0.31509892025471486,-0.001163018967911801,-0.6955965515150196
sub-27,0.10501110478929232,-0.1289905977278393,0.3331095767955534,0.09648569933582704,0.13710211107315456,-0.8977063413826588,-0.31305646522506414,-0.12487452464738313,-0.1551820515070394,-0.01714178640666237,-0.10282397570413473,0.6614402219104074,-0.13468205996424593,-0.24187579135653214,-0.12682703027330186,0.17138939553326818,0.10985991235256892,0.6145990376894125,-0.014768476355527489,-0.0547528675077759,-0.3754566636612172,0.09665627360524393,0.08572396458163671,0.49011770251203324,-0.0405289275784827,-0.29178284123434295,0.036648146592118076,-0.18417739164651886,-0.27035665800606995,-0.3225422537295821,-0.06848990068228303,0.04306181745941909,-0.22958365045795995,0.02629547993643673,-0.0026832629630973853,0.19113971947492264,0.13441562841503318,0.10891998985037424,-0.015699616047567262,-0.20093883508745797,0.06986399357464795,0.3119498664848901,0.15168045222229265,-0.2086257384747703,0.21644883767755552,0.1379038914506113,-0.16847973779448355,-0.047414379555939294,0.07633524996904498,0.10030192173980862,-0.11331535020435342,0.0785410893435573,-0.06377138736496872,-0.39436837600770247,0.26594414759594104,0.1220612625187443,-0.17461398650171878,0.21911751679440863,-0.1880833100373032,-0.09314328442009968,-0.03940574693103598,0.05371335093762397,0.36361653847734454,0.1752842806611295,-0.20569190019619032,1.1209028388435316,-0.37493851194574057,-0.2312677123998138,-0.7999090831699244,-0.12798881406040272,0.19279924597710685,0.07866646703180158,0.10170928236473228,-0.14511273990549922,-0.06439671345439367,-0.008669352500886088,0.10369941523628723,-0.25571196887515574,-0.17349991565043132,0.0703311290588492,-0.08831001422720275,-0.2248342028351209,0.010100913109659077,-0.11346649256641134,0.3070280033881462,-0.06838659434980142,0.3079966318316605,0.07530367627735732,-0.15317266621610987,-0.09091926041986179,-0.059416566520112804,0.3986709827510478,0.35727506518168645,0.2899607397790128,0.5025302475026829,-0.15129870973906312
sub-27,-0.15204786281390587,0.06549700941375491,0.8341344659370944,0.3323267077007233,0.09820917511588817,-0.4259709741141363,0.09945131830104939,0.04216013069959393,0.06785980403808574,0.2822507804925693,0.0031001621258925985,0.41567562735492675,-0.0031290262417250775,-0.14641039682689802,-0.30377346842590364,0.010755950612746007,-0.027111634943810883,-0.07667115307396603,0.0467524445018444,-0.2532385659972829,-0.14850682992682132,0.11011149717465732,0.2190630804773643,0.5581391222152273,0.00812324532749388,0.1711675851506336,0.23182721773161674,0.02142651424146912,0.05185840069685515,-0.03944300930851684,0.32525681951631846,0.38245821373465805,0.11906460852513207,0.07226140874691202,0.22082357858837665,0.7304179935541268,-0.05091915418988817,-0.16417224697319882,-0.0802446710488751,0.03592074571900274,-0.04507586956955561,0.33592088048674373,0.1850730103158355,-0.18392087704296708,-0.03448063524525883,-0.10379250592355718,-0.06571833345072348,-0.48056347685418277,-0.00733846464183438,0.06429839883327104,-0.07836260960919439,0.03389134025203178,-0.10961653500368072,-0.1977768746516842,0.21489444015931192,0.26253111787294736,-0.1466644052876179,0.09331867698035412,-0.013687310788572691,-0.527231963395537,-0.07975852385189444,-0.2645199900794398,-0.1816563931560818,0.39836236358022725,-0.10944316595766698,1.3864913778023376,-0.17954193885042852,0.03776860456029657,-0.38492334317960664,0.004130701042129217,-0.13274509154727748,-0.2211042921949677,0.3616210140972239,-0.34117576391808885,0.3375212422610423,-0.19984538693765563,-0.23824183644103636,-0.4508405447001278,-0.1353497680557632,0.4050091962011692,-0.4321620110629869,-0.18003899029566817,-0.10446763502197151,0.1367571326566914,0.16243740375951587,-0.05242750887335443,0.45075274562277456,-0.08738851810592656,-0.06976439027079626,0.016588715134775566,0.2323271442740991,0.11194215581178993,0.26839262475706605,0.03633111197380154,0.378332494914707,-0.24226298598300341
sub-27,-0.32687300777312,0.1513293244192142,0.5067567941707671,0.20386642546076186,0.10325829487390432,-0.5355091117842483,-0.05281913514806259,-0.267283714024862,-0.31044602821178363,0.00048427633486711544,0.0246003903624498,0.3789413102949819,-0.22545701930292217,-0.5445252037750876,-0.039985853609114066,0.07473174189718243,0.04114154743820655,0.5020472420486386,0.025245334999114237,-0.16026079511884372,-0.4028289402682473,0.15402061636811587,0.12465034584796228,0.35543130093298947,-8.423087029759378e-05,0.13545092704871808,0.43941386560695556,-0.1764072129127855,0.061743843980782795,0.21998129016635173,-0.03238844036070565,-0.40191235485794596,-0.042929531998606,-0.03152822003220224,-0.09259994800975568,-0.2858595966428233,-0.19486509785995706,-0.22399110481653436,0.12725069502326164,-0.22902483174689325,0.22870409039320883,0.4281501136838515,-0.04024389388072623,-0.0024002495692911595,-0.4142254393104493,-0.19387360510058796,0.011123349678454787,-0.4179734922772255,-0.3495408398025601,-0.04109204798402859,-0.056171693613523976,-0.4234609524312356,-0.20893644861456584,-0.40665443775050225,0.07472419513882744,-0.036570910004946694,-0.180458327135767,0.2925731614633065,0.3801919034079998,0.32011885004315854,-0.06238317156465535,-0.1884489639935909,-0.4086099435627966,0.27628900044734683,-0.12221644283336934,-0.23591148441768614,0.19122722557509675,0.05537781573557813,0.22737627417342188,-0.1704767329277534,0.06570323505678477,-0.45021583152838096,0.1279635316572446,0.004410399019214327,0.30410845042505685,-0.07894884906984487,-0.28872309130569873,0.15054663403269997,-0.5095449869092707,-0.07573395748632145,-0.5605762052819092,0.25613595244054754,0.08766655624213453,0.618738047780474,0.28259408412461123,0.08069488924666351,0.4081518486112905,-0.19859296003787363,0.07993046916824255,-0.23673835753763367,0.1604906443571797,0.03025996727584798,0.8320342125777362,0.22186880205565893,0.2190472765228012,0.003266016897316093
sub-27,0.05575757351698352,0.2204796189645406,0.24741622539054156,-0.13632141627592476,-0.09313639452157965,-0.05235714475388693,-0.20374259196310157,-0.4173844041921778,-0.3086506434618666,-0.005920299126955606,-0.0817160935288353,-0.03775060067146914,-0.05187044108587264,-0.09849447242659623,-0.17490558591761501,0.038276000245589144,-0.0423591729546504,-0.0684877051431385,-0.2862931151479013,-0.12834429967122846,-0.32669382266744845,0.022048723792512444,-0.18756937694727838,-0.09221620087053681,0.20434305986223616,0.03265281490740637,0.4784834836671038,-0.35958117330638606,0.05796960354712159,0.07670329057954461,-0.025692984485772917,-0.00033272189480787473,-0.2580968904604609,-0.0595366978406286,-0.04074804280812797,0.06048040418070352,-0.4282292539938336,-0.26614806834866145,0.027269936214727827,0.07107874697065,-0.16913517752647628,0.5838017477008512,-0.12853820221749934,-0.045952659540143916,-0.07633455903540123,-0.18005482248620602,-0.2523204978054927,-0.8502511300448764,-0.30290452372486126,-0.2951106862311704,-0.17354052138061776,-0.20703751003800525,-0.006976277378462854,0.05578480222150596,0.020670386855223336,-0.27526851422172394,-0.2918986810832349,-0.1408222576272364,-0.24262158779287346,-0.34921188390769176,-0.058559226449512045,-0.40936483790019446,-0.4112798890565277,0.060464264678211574,0.13740702947448927,0.0768190034240298,0.03744869361038518,0.2504331474774707,0.6710834182054153,-0.13131059451722465,0.19508565579466536,0.04485221185241832,-0.05029217611633523,0.16591139543549538,0.3181414151517968,-0.010616416738535103,0.0045020276446587765,0.11426532871360252,-0.27042567531328576,0.07707072412481655,-0.4800394740377582,0.227147829134045,-0.5089619952920169,0.6612826963557132,0.003921192847934836,0.23635406296367673,0.15095859982764198,0.1187776063542674,-0.04651216621090286,-0.0744291800100402,0.18882795194986712,-0.024608763679591313,0.7261520803329176,0.008509687361450309,-0.21016799823200522,0.03271457468175981
sub-27,0.19703773750462908,0.2227382306296254,0.14163885836991513,-0.4391313118210459,-0.2615501378501003,-0.3100426745504578,-0.32404616853010915,-0.2482535558284562,-0.07822388316373485,-0.16741732190153735,-0.17450561681899107,0.8032851022409511,-0.0300321124774363,-0.33542248763282323,0.07531371341030405,0.26649072991416833,0.2465239672127349,-0.07686971520756439,-0.1716991169508227,0.3205588951900785,-0.47559975174887614,-0.13867510659360277,-0.08644446299868516,0.15011391797580698,0.23321325718588432,0.20628128373364724,0.7257895528096827,0.051938014997310655,-0.06689743411458335,0.33167937376244194,0.060309674891368945,0.05046484060831536,-0.256928867502504,0.278594004958463,0.031971348455147784,0.11920480288775819,-0.38277926476134294,0.11990940588321262,-0.04086400958313424,-0.07491881329108532,-0.13259826880966336,0.6559024444456987,-0.19061908660066942,-0.6029578539298556,-0.5574519361294912,-0.35133232929880837,-0.17492010080860454,-0.29237821485473103,-0.3391111060734431,-0.3769595762703787,-0.012202250797155312,0.06904777939970436,-0.00704169015623804,-0.15217280814121198,-0.19128373901710222,-0.3827964007893348,-0.4063118072909512,-0.6927237141832308,-0.3809793901144594,-1.3464789997751219,-0.10540305695014987,-0.03501971110187558,-0.0007774341993537597,-0.40482701877660404,-0.18710293600213626,-0.3695810241565217,-0.07588846112614406,0.14230476146248322,-0.07628628279136412,-0.09872075494178377,-0.12048027623310315,-0.1656201324119458,-0.07633420670802644,0.07067177742663179,0.05445282001906344,0.04115077652561998,0.23283265967449907,0.09051824431859332,0.007563880073855063,0.02429756346729933,-0.18591639244120606,0.059050379839893155,-0.1251857503290849,-0.7322770764983145,0.22263643240609354,-0.01401364231170682,0.43009030083206,-0.177342959984501,-0.1455329087180574,-0.592875967110633,-0.06204187086562406,-0.20200677880521495,0.9198323488724294,0.3353506239553663,0.09851458089950357,0.5502992267273701
sub-27,0.06997838175843195,0.19613070235691393,-0.20930281684530275,-0.2926585183379818,-0.2671371880781349,-0.3773260492972263,-0.08213019298050134,-0.2761829936047129,-0.18203022735270852,0.01651340982058863,-0.18372772519333333,0.11225149527551465,0.03716408318310149,-0.22157078881156486,-0.12955655045989375,0.044811013831506055,-0.07543166346720065,-0.4078545251768061,-0.18256371098735905,0.22142226839810356,-0.46074273987765324,-0.23049214569700832,-0.104371273074694,-0.08699447322021447,0.23375315527052554,-0.12913901434625233,0.7514912502543354,-0.01576280703277592,-0.2327199419058563,0.3538620283940604,-0.05585117634301299,-0.09772902869150901,-0.46584939843434936,0.10744949740412026,-0.1664691347674788,0.20638500476423619,0.037936644663233814,0.02984966832285358,0.011132902153157813,0.3947470182720284,0.1146896481816131,0.35457865170651737,0.2077377921314651,-0.2567038991047579,-0.606529370893006,-0.18866508939605212,-0.2183829308695942,-0.4918022986037799,-0.08101643465202601,-0.4597814191569844,-0.23443068386573884,0.22698356658879126,-0.16346713021801823,0.20797457810254819,-0.005232775167691044,0.004772903230566443,-0.2136998328815382,-0.33240227764364966,0.09311194104268743,-0.6581671309481824,-0.11408853019321831,-0.08718495276661353,0.05808510132875809,-0.18918745320504732,0.06967181487411933,0.06518158187714958,0.1095439070246807,-0.05172432959780664,0.3193325316478879,-0.23137369864017232,-0.06631991118748497,-0.30787302477822054,-0.15830242620191093,0.26697279028102516,-0.5690735793871305,-0.05491380621674993,0.015524623149082754,0.051297029527688054,-0.23460513488244866,-0.1403991305997288,-0.21071351291347595,-0.032073719327240915,-0.10071703417563681,0.034391473796113195,-0.009395654881072926,0.20010332899036437,0.30244746900966707,0.035873238727461794,-0.18574516908432218,-0.621884955606484,0.0075191975159918,-0.34446714583505667,1.0026666081800695,0.3295203648147906,0.19473587303770082,0.04199937049858891
sub-27,-0.23475401368094365,-0.03450555704803837,0.07206078784667236,-0.20250464427675058,-0.1762712328099621,-0.9488973662093937,0.24276580376984305,-0.20241322447474985,-0.05196719707738494,-0.049896793622420464,-0.06408366240506216,0.46681610775243976,-0.023806977612011077,-0.25000777586964457,0.45782071703174915,0.07653724373689667,0.04630712090944415,-0.32634847569075065,-0.2421889450334896,-0.10512093021721694,-0.6910463468107734,0.07640287967883627,-0.04775327166058827,0.2818358406914036,-0.03648411268234298,0.11316910821913817,0.129801406624161,-0.19674378512275667,0.10621076414214863,-0.804868179641471,0.12287876790834304,-0.028701889360055383,0.141566083448703,-0.09383872217249448,-0.03861132725094518,0.43606640549800535,-0.002622166875811408,-0.3580620084797099,0.030188784238908313,0.24510666923851882,-0.017254672856237954,-0.8313120620935026,0.17607112250069534,0.08913514799591132,-0.15951576164811784,0.0405412587401236,0.00833363078338907,-0.26408627494032366,0.10158017510223456,-0.0694740586042141,-0.38249959122685623,0.08720711327532635,-0.08834474187910343,-0.04529103429176304,0.0472353495079185,0.20849728114441657,-0.3318897892267527,-0.27851494319546405,-0.07707856329439211,-0.27825998369965016,-0.044617417387811005,-0.3526797275274137,0.637182597144842,0.005814352047290857,-0.09702050443389049,-0.016649691137101803,-0.06584058543470145,0.016456099081430246,0.9001885176692113,-0.24813284955107187,-0.46983748088233407,-0.0768735400022117,-0.21857926629614355,-0.2001297905982299,-0.018459864988827984,-0.07096276323189465,-0.1319832437779196,0.2474569691184517,0.2252556834345471,-0.08459732503728426,-0.29013115713515164,0.0026593824222262558,-0.2930458749837145,0.1902939637529852,0.10695097881768213,0.028644276234691228,0.44953007422604124,-0.15875286687434628,0.14943180661834798,-0.3599446330176796,-0.0633039261032261,-0.5726029076925516,0.6064886395148261,0.08720197115703175,0.3003580361483648,0.18512283414066227
sub-27,-0.04585447097740245,-0.008653870131294296,0.14387061957608127,-0.07414905236343002,-0.029139841726143208,-0.3054257851211328,-0.06592433332165781,-0.14479021642106987,0.28355208613049687,-0.05830568343144408,0.14323564077023207,0.19131318146651782,-0.1508472788887976,0.12298534087251019,-0.3913447934551402,-0.22909205045740794,0.021836511839917798,-0.7239637148408856,-0.12073245825315518,0.025999093279621945,-0.6996825231239183,-0.019012816995300275,-0.1445889538733593,0.6723950308050908,-0.10176068379289621,-0.09847364127179659,0.23670636683536941,0.2225605524113206,0.007545047619663368,-0.1245280919892767,-0.2598673928570676,-0.2090517316589922,-0.4622497085520787,-0.15838569353675633,-0.05257606170281007,0.30663233932495815,-0.02297251646559875,-0.3255460290388047,-0.38965403610153226,0.20189991524758294,-0.08906401353823104,-0.3971065248403944,-0.016619418066066444,0.19005387379468844,-0.00015799590057823457,-0.0446783505614981,-0.015305680100244842,0.14888602195871525,-0.2418086148386116,0.06580397344065252,-0.5265440562902718,0.4049224628467507,0.40869286111949066,0.33530287767035405,-0.09288845444383495,0.08310398716324212,-0.7332330807294571,-0.057891354732588766,-0.21268274523384945,0.5334438282265896,-0.06220521795122172,-0.22215004425482981,0.3881541896790439,0.06366430530770759,0.10309355750895155,0.14574194531332713,-0.0232282527753973,-0.09466900655954068,0.5009104493915713,-0.28295119749531833,-0.41091400756975,-0.3980727946463528,-0.22579993102045398,-0.3224397021446073,0.05721830008107401,0.030235253477509917,0.06332074347253247,0.47533313223480866,0.27544615310891646,0.2848320590704604,-0.3243296536882778,0.07019986731350568,-0.20533881400529605,0.17036193294787966,-0.2534922682481631,-0.3309805837379284,0.23500438274835544,-0.010848523735891725,-0.014246561764610192,0.1743836480456516,-0.046121110489555375,-0.10118838607255157,0.6512800342194227,-0.11280136941840634,-0.061813247417184886,-0.3591925252323566
